-1.743922094033291126e+00,5.980615843064557291e-01,-1.317473594511167221e+02,-1.222744202915938416e+01,1.404194318350403989e+02,3.797711072837880124e+02
-1.264082645293836515e+00,3.521822899245165228e+00,-1.317832833404317512e+02,-3.172304341248246118e+00,1.480533610942348446e+02,3.759079174064343647e+02
-1.742803327228783061e+00,1.486131974939489009e+00,-1.318714080092657923e+02,-1.686844079830147791e+01,1.355964073126384051e+02,3.781838000609894266e+02
5.487985312975970364e-01,-1.765496418051845984e+00,-1.317651016505911628e+02,-2.577036544087407677e+01,1.032395371478902746e+02,3.858050264253028558e+02
-1.910077840193404597e-01,2.602488369223236564e+00,-1.322361643926018928e+02,-1.288073321044734065e+01,1.182737506522917244e+02,3.740725900061697757e+02
-1.709142049199332269e-01,6.877134994616228292e-02,-1.315921327815241852e+02,-4.011943542240561555e+01,9.388963817170157711e+01,3.811494239078112400e+02
-1.785850738374388236e+00,6.063404813419536410e+00,-1.318387186144285295e+02,-2.433596907230623430e+01,1.274986384427333519e+02,3.653512547795464798e+02
-1.377914084821042939e+00,2.121143330299922081e+00,-1.321593902537493079e+02,-4.784799070180774549e+01,1.009930593546724396e+02,3.719257125159249426e+02
-1.489955476685002722e+00,-1.031999690228465827e+00,-1.308054698786008316e+02,-6.874766417176405753e+01,7.816112959077828748e+01,3.737728134592096012e+02
-1.002154852690696929e+00,2.303710057680333989e+00,-1.315889845251306838e+02,-5.616171880077974521e+01,8.231470739629295963e+01,3.695412590489835907e+02
-2.636133290598223322e+00,-5.797007227967495568e-01,-1.316247515423667949e+02,-8.099694594834092243e+01,7.038678933135577154e+01,3.642631718995205006e+02
-3.666443579298030997e+00,-2.774494146858676458e-01,-1.310030643614353778e+02,-8.966151598178095128e+01,6.489559600034034759e+01,3.656377947659293568e+02
-1.011348439717567826e+00,1.802400600516482765e+00,-1.301694177301804132e+02,-7.332548757851876076e+01,5.652446686576595170e+01,3.750617299946936214e+02
5.003321315074911180e-01,3.827819208644001492e+00,-1.314261287553748332e+02,-7.043735276613361407e+01,5.516399094497356259e+01,3.808516010315307767e+02
1.534443641467563513e+00,4.636239254851573399e+00,-1.315496196909661819e+02,-5.817317502571333421e+01,5.152725639369252519e+01,3.785930520627620695e+02
