-2.309149050233629819e+00,6.020875610099080816e-02,-1.330503272229112213e+02,-6.882686608726424993e+01,1.441735769611277078e+02,3.165945988870641941e+02
-1.850560753916124179e+00,-1.053946820480742730e+00,-1.331379412320419533e+02,-7.273570797757135153e+01,1.412754244753431863e+02,3.267131366652748738e+02
-2.295223585824744728e+00,4.004186709386435838e-01,-1.331179020332695586e+02,-6.707379269152870904e+01,1.456990936503555929e+02,3.161101153051107531e+02
-2.295223585824744728e+00,4.004186709386435838e-01,-1.331179020332695586e+02,-6.707379269152870904e+01,1.456990936503555929e+02,3.161101153051107531e+02
-2.236731944298969044e+00,2.197896095456528531e-01,-1.336489127526340610e+02,-6.762808331604823309e+01,1.483360945891370477e+02,3.233434547142176712e+02
-2.888074806318253085e+00,-1.185815897339139502e+00,-1.324650388775493184e+02,-7.780802288139092582e+01,1.412697107603187590e+02,3.176676383669335451e+02
-1.767312566988534561e+00,-7.012450499352999023e-01,-1.332451342413441466e+02,-6.908883380669560381e+01,1.398139011594954866e+02,3.198599171775837249e+02
-1.785020662825963278e+00,-1.064549110543558497e+00,-1.331716614336842781e+02,-7.096349308287095425e+01,1.381776944237313955e+02,3.203017161539320909e+02
-1.832566820391365869e+00,-6.919731848539868446e-01,-1.332109895161875670e+02,-7.082828114887695392e+01,1.429392599768874561e+02,3.262649051248715182e+02
-2.166060590996266910e+00,-1.044192659398691214e+00,-1.331106373813013874e+02,-7.380912496906540810e+01,1.428542727848509060e+02,3.253912621542041279e+02
-2.166060590996266910e+00,-1.044192659398691214e+00,-1.331106373813013874e+02,-7.380912496906540810e+01,1.428542727848509060e+02,3.253912621542041279e+02
-2.720346133639019559e+00,-2.325552510501089465e+00,-1.331573336219756527e+02,-7.902705627348295536e+01,1.359204908873571753e+02,3.166785928176400375e+02
-2.266316369278130516e+00,3.326521447772927409e-02,-1.330473461728519737e+02,-6.878682205069475231e+01,1.446018029636321103e+02,3.166948043835449766e+02
-2.823180433001506007e+00,-2.324159809371655783e+00,-1.325121314300767494e+02,-8.345748621020115365e+01,1.399180722407119219e+02,3.260916867465784321e+02
-1.807782690004518189e+00,-1.078263423648780917e+00,-1.331345237486786175e+02,-7.268431826727042733e+01,1.417249425499852578e+02,3.268255256474823227e+02
-2.147010270410353971e+00,-6.864574543350228097e-01,-1.331820604668049839e+02,-7.191811883452707832e+01,1.444926930984203750e+02,3.249495651506371701e+02
-1.742285197428103505e+00,-1.088767136870938845e+00,-1.331682838608990664e+02,-7.091245185167842635e+01,1.386186574946670191e+02,3.204118717577700295e+02
-1.485422218799168803e+00,1.641561160876736425e+00,-1.337384285585579562e+02,-5.699991580575762384e+01,1.480947658948630306e+02,3.155195508130738062e+02
-1.556742156019315759e+00,-8.985773421017198004e-01,-1.326383617632485539e+02,-7.052749047534356919e+01,1.380778443987759090e+02,3.207779450904992018e+02
-2.818142071888650957e+00,-1.255698084240765455e+00,-1.330560539959824666e+02,-7.527524682632613917e+01,1.408647751662578571e+02,3.148450259774612050e+02
-2.258714078177520346e+00,1.528762581447899900e-02,-1.330428407666459236e+02,-6.849616703759548386e+01,1.448571388712350085e+02,3.167225599484719964e+02
-2.136854098418322856e+00,-7.035803616824988227e-01,-1.331780071202491627e+02,-7.160616862824998918e+01,1.447495635014462891e+02,3.249944547858599435e+02
